안성시청 공공저작물 권리확인 요청 목록 (단순데이터),,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
2973,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,가현1통 마을안길 아스콘재포장공사 실시설계용역 ,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2974,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,신흥리 대형관정 보수공사,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2975,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,율곡지구 대형관정 개발사업 실시설계용역 집행,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2976,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,라촌 소하천 재해예방사업 실시설계용역 집행,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2977,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,시청사 LED 등기구 수리수선,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2978,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,시청사 LED 등기구 수리수선,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2979,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,마을상수도 유지보수공사비(양성 명목3(수중모터펌프) 지급[안성지하수],,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2980,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,가현동 보도블럭 설치공사 실시설계용역,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2981,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,덕산지구 수리시설 정비사업 실시설계용역 집행,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2982,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,당왕소하천 정비사업 관급자재 추가 구입[칼라아스콘],,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2983,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,품곡마을 하수도 정비공사 실시설계용역 집행,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2984,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,월앙지구 배수로 정비공사 실시설계 용역 집행,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2985,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,율곡 경지정리지구 배수로 준설공사 실시설계용역 집행,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2986,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,시립도서관 전산장비(PC) 구입,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2987,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,일죽면행정복지센터 자동천공제본기 조달구입,,2020-01-17,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2988,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,LED 도로표지판 및 도로명표지판 정비사업 실시설계용역,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2989,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,"마을상수도 유지보수공사비(금광 입암,박석(수중모터펌프)) 지급(안성지하수)",,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2990,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,금석1통 마을도로 확포장공사 외1건 실시설계 용역집행,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2991,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,마을상수도 유지공사비(금광원오(수중모터펌프)) 지급[안성지하수],,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2992,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,마을상수도 유지보수공사비(일죽 우곡1(누수복구)) 지급[한라건설](수정),,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2993,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,마을상수도 유지보수공사비(금광 중촌(누수복구)) 지급[한라건설](수정),,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2994,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,면 청사 소변기 교체공사,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2995,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,당왕3통 마을안길 재포장공사 실시 설계용역집행,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2996,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,금연구역 흡연단속용 현장단말기 구입,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2997,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,마을상수도 유지보수공사비(금광 조령(누수복구)) 지급[한라건설](수정),,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2998,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,쌈지공원 유지관리공사 실시설계용역,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
2999,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,사무용가구구입,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3000,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,동본동 공영주차장 소방시설 수리수선,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3001,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,아양도서관 건립공사 관급자재 구입[전광판],,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3002,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,무정전전원장치 구입,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3003,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,15톤 덤프트럭 구입,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3004,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,노후 방화벽 교체,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3005,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,항온항습기 구입,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3006,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,안성 복합유통시설(스타필드) 진입도로 개설공사 폐기물처리용역,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3007,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년 원어민 화상영어 교육서비스 물품 계약 요청,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3008,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,가사 고가차도 외 4개교 보수공사 실시설계용역,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3009,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,미세먼지 차단숲 조성사업 실시설계용역,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3010,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,회의용 탁자 및 의자 구입,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3011,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년 산불전문예방진화대 진화복 구입,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3012,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,교통사고 잦은곳 신호등 설치공사 실시설계 용역,,2020-01-20,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3013,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,"양협천, 상남서천 소하천 준설공사",,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3014,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년 상반기 소나무재선충병 방제사업(하남권역) 감리 용역,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3015,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,개발비용 산출명세서 확인용역【심천*  외 7건】,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3016,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,아양 1·2통 환경개선 및 놀이터 보수공사,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3017,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,개발비용 산출명세서 확인용역[(주)세방 외 7건],,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3018,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년 만정보도육교 외 2개소 청소 용역,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3019,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,개발비용 산출명세서 확인용역(구자* 외 4건),,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3020,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,물품 계약 의뢰(업무용 의자 구입),,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3021,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,복사기(복합기) 구입,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3022,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,동본동 공영주차장 그늘막 수리수선,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3023,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,사무용 가구 구입,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3024,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,안성시 노후하수관로 정밀조사용역(2차) ,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3025,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년 케이블TV 활용 홍보(우리동네 정보통),,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3026,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,건천리 도로 확포장 전기 공사 집행,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3027,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년 상반기 소나무재선충병 방제사업(하남권역) 실시설계용역,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3028,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,"청사 2층 회의실 탁자, 의자 구입",,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3029,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,도기2교 외 7개교 보수공사 실시설계용역,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3030,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,원곡면사무소 대회의실 테이블 및 의자 구입,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3031,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,일죽면 중로1-1호선 보도 교체 공사 실시설계용역 집행,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3032,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,광신프로그레스아파트 어린이집 리모델링 공사 집행(통신),,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3033,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,개발비용 산출명세서 확인용역 계약(임윤*  외 6건),,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3034,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,RFID 도서대출 회원증 구입,,2020-01-21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3035,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,공도 마정도로(소로3-42외 1호선) 개설공사 실시설계용역,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3036,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,"느티골천, 하가천, 호동천 준설공사",,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3037,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,지방도 기전시설 정비공사 실시설계용역 집행,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3038,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,안성시립도서관 행정업무용 모니터 구입,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3039,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,버스승강장 LED조명 설치 전기공사 실시설계용역,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3040,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,안성시립중앙도서관 종합자료실 전자복사기 구입,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3041,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,광신프로그레스아파트 어린이집 리모델링 공사 집행(전기),,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3042,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,미산3리 하수도 정비공사 실시설계용역,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3043,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,암호화장비 구입,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3044,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,명목3리 하수도 정비공사 실시설계용역,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3045,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,"공용차량 유니버스 노블EX 12.5 45+1+1석 디젤 자가용 2019년, M/T 구입",,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3046,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020 안성시 소식지 제작 용역,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3047,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,소나무 가로수 수형조절 사업 집행,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3048,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,금노마을앞 회전교차로 교통안전시설물 구매설치 집행(미끄럼),,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3049,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,금노마을앞 회전교차로 교통안전시설물 구매설치 집행(표지판),,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3050,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,제2산업단지 가로수 전정공사,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3051,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,공용차량 구입(25인승 이카운티 장축 1대),,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3052,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,금노마을앞 회전교차로 교통안전시설물 구매설치 집행(미끄럼),,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3053,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,(구)시민회관 건축물 철거 설계용역,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3054,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,반사경 및 지주대 구입,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3055,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,금노마을앞 회전교차로 교통안전시설물 구매설치 집행(표지판),,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3056,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,농촌지역 가로등 설치공사 실시설계용역,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3057,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,"공도우미린아파트 어린이집 리모델링 공사 집행(전기, 명시이월)",,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3058,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년 사회복지시설 LED조명 교체공사 실시설계용역,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3059,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,개발비용 산출명세서 확인용역(대한토지신탁 외 7건),,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3060,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,안성맞춤랜드 봄화단 조성을 위한 초화류 구입,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3061,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,CCTV 통합관제센터 노후 스토리지 컨트롤러 구입,,2020-01-22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3062,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,내건지리 도로 확포장공사(전기),,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3063,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,동막-옥정간 도로확포장공사 문화재 지표조사 용역,,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3064,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,면 청사 블라인드 교체,,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3065,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,구매의뢰[불법주정차 무인단속카메라 신규설치 구매설치],,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3066,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년 운전직 공무원 워크숍 위탁용역,,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3067,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,메타세콰이어 가로수 수형조절사업 집행,,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3068,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,교통사고 잦은 곳 교통무인단속 카메라 설치 집행,,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3069,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,관급자재 구입(맞춤랜드 가로등 정비공사-가로등기구),,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3070,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년도 비점오염저감시설(인공습지) 식생 유지관리공사,,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3071,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,구매의뢰[불법주정차 무인단속카메라 신규설치 구매설치],,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3072,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년농기계임대사업(자체)농기계 실외보관 선반 구입,,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3073,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,두현삼거리 가드레일 교체공사,,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3074,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,관급자재 구입 의뢰(보차도용콘크리트블록)[공도 승두도로(중로2-2호선) 개설공사],,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3075,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,사곡동 배수로 설치공사 외2건 실시설계 용역,,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3076,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,AI 차단방역을 위한 산란계 농장통제초소 전기공사 집행(E-호조 연계),,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3077,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년 안성시 어린이놀이시설 안전점검 용역,,2020-01-23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3078,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,"약포장기 구입(복평, 동평, 현곡, 방초, 금산보건진료소)",,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3079,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,금광보건지소 자동약포장기 구입,,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3080,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,농업기상관측용 컴퓨터 조달 구매 요청,,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3081,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,트럭장착식 제설기 구입,,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3082,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,은행나무 가로수 수형조절사업 집행,,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3083,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,대왕참나무 가로수 수형조절사업 집행,,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3084,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,벚나무 가로수 전정공사 집행,,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3085,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년 안성시 생태하천 복원사업 사후 모니터링 용역,,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3086,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,도서 구입 4차 (일반서 신간),,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3087,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,중앙도서관 정보처리실 항온항습기 교체공사,,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3088,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,안성시 근로자 복지회관 화장실 등 개보수 집행 의뢰,,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3089,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,맞춤랜드 가로등 정비공사 집행(정정),,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3090,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년 목적별 CCTV 설치공사 실시설계 용역,,2020-01-28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3091,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,노후 가로등 정비공사 실시설계용역,,2020-01-29,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3092,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,2020년 소방용수시설(소화전) 유지 보수 공사,,2020-01-29,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3093,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,신릉천 잡목제거공사,,2020-01-29,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3094,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,농산물가공지원센터 자가품질검사실 초자건조기 및 pH meter 구입,,2020-01-29,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3095,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,팩스기기 구입,,2020-01-29,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3096,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,소하천 잡목제거 사업,,2020-01-29,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
3097,안성시청,HOME > 행정정보 > 계약정보 > 계약정보 > 계약현황,계약현황,당왕사거리 횡단보도 보수공사 집행,,2020-01-29,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순정보,
