순번,대분류,중분류,기관명,사이트명,카테고리,이름,설명,등록일,수량,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고,저작물명,,유형,디지털형태,설명,주제어,언어,제작일,,계약서,저작권자,,공동저작자,저작인접권자,공개유형,저작물성,비보호저작물,업무상저작물,상업적이용허락,저작재산권,,,,,,,공동저작자동의,유효기간,,초상권
781,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,[Live] 82MAJOR (82메이저) - 82 [DJ Ashley's Radio' Clock],RADIO' CLOCK,2024-06-13 00:00:00,1,미부착,제4유형,무,,[Live] 82MAJOR (82메이저) - 82 [DJ Ashley's Radio' Clock],,어문,음성,,라디오,영어/한국어,,2024-06-13 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-13 00:00:00,,
782,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Today’s Subject 82MAJOR (82메이저) at Music Lab [DJ Ashley's Radio' Clock],RADIO' CLOCK,2024-06-13 00:00:00,1,미부착,제4유형,무,,Today’s Subject 82MAJOR (82메이저) at Music Lab [DJ Ashley's Radio' Clock],,어문,음성,,라디오,영어/한국어,,2024-06-13 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-13 00:00:00,,
783,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,"[Radio’Clock] Beyond the Hits with LEO,Dabit : John Park (존박)",RADIO' CLOCK,2024-06-11 00:00:00,1,미부착,제4유형,무,,"[Radio’Clock] Beyond the Hits with LEO,Dabit : John Park (존박)",,어문,음성,,라디오,영어/한국어,,2024-06-11 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-11 00:00:00,,
784,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,[Radio’ Clock] Tea Time Monday with Kwon Soa (권소아),RADIO' CLOCK,2024-06-10 00:00:00,1,미부착,제4유형,무,,[Radio’ Clock] Tea Time Monday with Kwon Soa (권소아),,어문,음성,,라디오,영어/한국어,,2024-06-10 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-10 00:00:00,,
785,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,[Live] Youngso (영소) - STAY [DJ Ashley's Radio' Clock],RADIO' CLOCK,2024-06-06 00:00:00,1,미부착,제4유형,무,,[Live] Youngso (영소) - STAY [DJ Ashley's Radio' Clock],,어문,음성,,라디오,영어/한국어,,2024-06-06 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-06 00:00:00,,
786,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,[Live] Youngso (영소) - Life is a wave [DJ Ashley's Radio' Clock],RADIO' CLOCK,2024-06-06 00:00:00,1,미부착,제4유형,무,,[Live] Youngso (영소) - Life is a wave [DJ Ashley's Radio' Clock],,어문,음성,,라디오,영어/한국어,,2024-06-06 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-06 00:00:00,,
787,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,[Live] Youngso (영소) - YOUTH (Original by Troye Sivan) [DJ Ashley's Radio' Clock],RADIO' CLOCK,2024-06-06 00:00:00,1,미부착,제4유형,무,,[Live] Youngso (영소) - YOUTH (Original by Troye Sivan) [DJ Ashley's Radio' Clock],,어문,음성,,라디오,영어/한국어,,2024-06-06 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-06 00:00:00,,
788,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Today’s Subject Youngso (영소) at Music Lab [DJ Ashley's Radio' Clock],RADIO' CLOCK,2024-06-06 00:00:00,1,미부착,제4유형,무,,Today’s Subject Youngso (영소) at Music Lab [DJ Ashley's Radio' Clock],,어문,음성,,라디오,영어/한국어,,2024-06-06 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-06 00:00:00,,
789,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,"[Radio’Clock] Beyond the Hits with LEO,Dabit : Lee Hi (이하이)",RADIO' CLOCK,2024-06-04 00:00:00,1,미부착,제4유형,무,,"[Radio’Clock] Beyond the Hits with LEO,Dabit : Lee Hi (이하이)",,어문,음성,,라디오,영어/한국어,,2024-06-04 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-04 00:00:00,,
790,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,[Radio’ Clock] Tea Time Monday with  Yasmin Aladdin (야스민 알라딘),RADIO' CLOCK,2024-06-03 00:00:00,1,미부착,제4유형,무,,[Radio’ Clock] Tea Time Monday with  Yasmin Aladdin (야스민 알라딘),,어문,음성,,라디오,영어/한국어,,2024-06-03 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-03 00:00:00,,
791,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,[Live] S?ON (세온) - H.M.M (Hold me more) [따.감.안 (따스하게 감싸안아 줄래)] [DJ Ashley's Radio' Clock],RADIO' CLOCK,2024-05-30 00:00:00,1,미부착,제4유형,무,,[Live] S?ON (세온) - H.M.M (Hold me more) [따.감.안 (따스하게 감싸안아 줄래)] [DJ Ashley's Radio' Clock],,어문,음성,,라디오,영어/한국어,,2024-05-30 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-30 00:00:00,,
792,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,[Live] S?ON (세온) - LALALA [DJ Ashley's Radio' Clock],RADIO' CLOCK,2024-05-30 00:00:00,1,미부착,제4유형,무,,[Live] S?ON (세온) - LALALA [DJ Ashley's Radio' Clock],,어문,음성,,라디오,영어/한국어,,2024-05-30 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-30 00:00:00,,
793,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Today’s Subject S?ON (세온) at Music Lab [DJ Ashley's Radio' Clock],RADIO' CLOCK,2024-05-30 00:00:00,1,미부착,제4유형,무,,Today’s Subject S?ON (세온) at Music Lab [DJ Ashley's Radio' Clock],,어문,음성,,라디오,영어/한국어,,2024-05-30 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-30 00:00:00,,
794,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,LEO (리오) - Seed 나의 마음에 (Original by TAEYANG),RADIO' CLOCK,2024-05-28 00:00:00,1,미부착,제4유형,무,,LEO (리오) - Seed 나의 마음에 (Original by TAEYANG),,어문,음성,,라디오,영어/한국어,,2024-05-28 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-28 00:00:00,,
795,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,"[Radio’Clock] Beyond the Hits with LEO,Dabit : TAEYANG (태양)",RADIO' CLOCK,2024-05-28 00:00:00,1,미부착,제4유형,무,,"[Radio’Clock] Beyond the Hits with LEO,Dabit : TAEYANG (태양)",,어문,음성,,라디오,영어/한국어,,2024-05-28 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-28 00:00:00,,
796,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,[Radio’ Clock] Tea Time Monday with  Park Ji-hun (박지훈),RADIO' CLOCK,2024-05-27 00:00:00,1,미부착,제4유형,무,,[Radio’ Clock] Tea Time Monday with  Park Ji-hun (박지훈),,어문,음성,,라디오,영어/한국어,,2024-05-27 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-27 00:00:00,,
797,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Cheon Dan Bi (천단비) - I don't know what to do (모르죠) | K-Pop Live Session | Radio’n Us,Radio’n Us,2024-06-13 00:00:00,1,미부착,제4유형,무,,Cheon Dan Bi (천단비) - I don't know what to do (모르죠) | K-Pop Live Session | Radio’n Us,,어문,음성,,라디오,영어/한국어,,2024-06-13 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-13 00:00:00,,
798,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,meet you UP with Cheon Dan Bi (천단비). Time to heal with our music,Radio’n Us,2024-06-13 00:00:00,1,미부착,제4유형,무,,meet you UP with Cheon Dan Bi (천단비). Time to heal with our music,,어문,음성,,라디오,영어/한국어,,2024-06-13 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-13 00:00:00,,
799,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,"[Radio’n Us] Q THE K with YECHAN, HANGYEOM,JUNGHOON?of Omega X :'Cause we will make it rock",Radio’n Us,2024-06-11 00:00:00,1,미부착,제4유형,무,,"[Radio’n Us] Q THE K with YECHAN, HANGYEOM,JUNGHOON?of Omega X :'Cause we will make it rock",,어문,음성,,라디오,영어/한국어,,2024-06-11 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-11 00:00:00,,
800,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,ONE PACT (원팩트) - Period (마침표) | K-Pop Live Session | Radio’n Us,Radio’n Us,2024-06-10 00:00:00,1,미부착,제4유형,무,,ONE PACT (원팩트) - Period (마침표) | K-Pop Live Session | Radio’n Us,,어문,음성,,라디오,영어/한국어,,2024-06-10 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-10 00:00:00,,
801,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,ONE PACT (원팩트) - 꺼져 | K-Pop Live Session | Radio’n Us,Radio’n Us,2024-06-10 00:00:00,1,미부착,제4유형,무,,ONE PACT (원팩트) - 꺼져 | K-Pop Live Session | Radio’n Us,,어문,음성,,라디오,영어/한국어,,2024-06-10 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-10 00:00:00,,
802,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,meet you UP with ONE PACT (원팩트). Time to heal with our music,Radio’n Us,2024-06-10 00:00:00,1,미부착,제4유형,무,,meet you UP with ONE PACT (원팩트). Time to heal with our music,,어문,음성,,라디오,영어/한국어,,2024-06-10 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-10 00:00:00,,
803,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,meet you UP with 87DANCE (팔칠댄스). Time to heal with our music,Radio’n Us,2024-06-06 00:00:00,1,미부착,제4유형,무,,meet you UP with 87DANCE (팔칠댄스). Time to heal with our music,,어문,음성,,라디오,영어/한국어,,2024-06-06 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-06 00:00:00,,
804,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,"[Radio’n Us] Q THE K with YECHAN, HANGYEOM,JUNGHOON?of Omega X :Don't know what is right?",Radio’n Us,2024-06-04 00:00:00,1,미부착,제4유형,무,,"[Radio’n Us] Q THE K with YECHAN, HANGYEOM,JUNGHOON?of Omega X :Don't know what is right?",,어문,음성,,라디오,영어/한국어,,2024-06-04 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-04 00:00:00,,
805,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Janet Suhh (자넷서) - I hope it would be that way now (이젠 그랬으면 좋겠네) | K-Pop Live Session | Radio’n Us,Radio’n Us,2024-06-03 00:00:00,1,미부착,제4유형,무,,Janet Suhh (자넷서) - I hope it would be that way now (이젠 그랬으면 좋겠네) | K-Pop Live Session | Radio’n Us,,어문,음성,,라디오,영어/한국어,,2024-06-03 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-03 00:00:00,,
806,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,We;Na/Wony (위나/원이) - Time after Time | K-Pop Live Session | Radio’n Us,Radio’n Us,2024-06-03 00:00:00,1,미부착,제4유형,무,,We;Na/Wony (위나/원이) - Time after Time | K-Pop Live Session | Radio’n Us,,어문,음성,,라디오,영어/한국어,,2024-06-03 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-03 00:00:00,,
807,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,We;Na (위나) - Baby Step | K-Pop Live Session | Radio’n Us,Radio’n Us,2024-06-03 00:00:00,1,미부착,제4유형,무,,We;Na (위나) - Baby Step | K-Pop Live Session | Radio’n Us,,어문,음성,,라디오,영어/한국어,,2024-06-03 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-03 00:00:00,,
808,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,meet you UP with WE;NA (위나). Time to heal with our music,Radio’n Us,2024-06-03 00:00:00,1,미부착,제4유형,무,,meet you UP with WE;NA (위나). Time to heal with our music,,어문,음성,,라디오,영어/한국어,,2024-06-03 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-03 00:00:00,,
809,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,meet you UP with Janet Suhh (자넷서). Time to heal with our music,Radio’n Us,2024-05-30 00:00:00,1,미부착,제4유형,무,,meet you UP with Janet Suhh (자넷서). Time to heal with our music,,어문,음성,,라디오,영어/한국어,,2024-05-30 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-30 00:00:00,,
810,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Janet Suhh (자넷서) - I want to lie down (누워있고 싶다) | K-Pop Live Session | Radio’n Us,Radio’n Us,2024-05-30 00:00:00,1,미부착,제4유형,무,,Janet Suhh (자넷서) - I want to lie down (누워있고 싶다) | K-Pop Live Session | Radio’n Us,,어문,음성,,라디오,영어/한국어,,2024-05-30 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-30 00:00:00,,
811,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,"[Radio’n Us] Q THE K with YECHAN, HANGYEOM,JUNGHOON?of Omega X :Chew and swallow",Radio’n Us,2024-05-28 00:00:00,1,미부착,제4유형,무,,"[Radio’n Us] Q THE K with YECHAN, HANGYEOM,JUNGHOON?of Omega X :Chew and swallow",,어문,음성,,라디오,영어/한국어,,2024-05-28 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-28 00:00:00,,
812,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,meet you UP with Lee Dong Yeol (이동열). Time to heal with our music,Radio’n Us,2024-05-27 00:00:00,1,미부착,제4유형,무,,meet you UP with Lee Dong Yeol (이동열). Time to heal with our music,,어문,음성,,라디오,영어/한국어,,2024-05-27 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-27 00:00:00,,
813,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,meet you UP with Kzzang (케이짱). Time to heal with our music,Radio’n Us,2024-05-23 00:00:00,1,미부착,제4유형,무,,meet you UP with Kzzang (케이짱). Time to heal with our music,,어문,음성,,라디오,영어/한국어,,2024-05-23 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-23 00:00:00,,
814,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,SoYeon (소연) - Goodbye (잘 지내고 있니) | K-Pop Live Session | Super K-Pop,SUPER K-POP,2024-06-17 00:00:00,1,미부착,제4유형,무,,SoYeon (소연) - Goodbye (잘 지내고 있니) | K-Pop Live Session | Super K-Pop,,어문,음성,,라디오,영어/한국어,,2024-06-17 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-17 00:00:00,,
815,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,SoYeon (소연) - At That Moment (그때 그 순간 그대로 / Original by WSG WANNABE)  | K-Pop Live Session | Super K-Pop,SUPER K-POP,2024-06-17 00:00:00,1,미부착,제4유형,무,,SoYeon (소연) - At That Moment (그때 그 순간 그대로 / Original by WSG WANNABE)  | K-Pop Live Session | Super K-Pop,,어문,음성,,라디오,영어/한국어,,2024-06-17 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-17 00:00:00,,
816,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,K-Star Live with SoYeon. Lets talk about the Music Story & Amazing Live..,SUPER K-POP,2024-06-17 00:00:00,1,미부착,제4유형,무,,K-Star Live with SoYeon. Lets talk about the Music Story & Amazing Live..,,어문,음성,,라디오,영어/한국어,,2024-06-17 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-17 00:00:00,,
817,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,YoungJoo (영주) - Smells (냄새는 난다) | K-Pop Live Session | Super K-Pop,SUPER K-POP,2024-06-12 00:00:00,1,미부착,제4유형,무,,YoungJoo (영주) - Smells (냄새는 난다) | K-Pop Live Session | Super K-Pop,,어문,음성,,라디오,영어/한국어,,2024-06-12 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-12 00:00:00,,
818,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,YoungJoo (영주) - Please (부디) | K-Pop Live Session | Super K-Pop,SUPER K-POP,2024-06-12 00:00:00,1,미부착,제4유형,무,,YoungJoo (영주) - Please (부디) | K-Pop Live Session | Super K-Pop,,어문,음성,,라디오,영어/한국어,,2024-06-12 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-12 00:00:00,,
819,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Music Stage with YoungJoo. Lets talk about the Music Story & Amazing Live.,SUPER K-POP,2024-06-12 00:00:00,1,미부착,제4유형,무,,Music Stage with YoungJoo. Lets talk about the Music Story & Amazing Live.,,어문,음성,,라디오,영어/한국어,,2024-06-12 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-12 00:00:00,,
820,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Yves (이브) - DIORAMA | K-Pop Live Session | Super K-Pop,SUPER K-POP,2024-06-10 00:00:00,1,미부착,제4유형,무,,Yves (이브) - DIORAMA | K-Pop Live Session | Super K-Pop,,어문,음성,,라디오,영어/한국어,,2024-06-10 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-10 00:00:00,,
821,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,K-Star Live with Yves. Lets talk about the Music Story & Amazing Live.,SUPER K-POP,2024-06-10 00:00:00,1,미부착,제4유형,무,,K-Star Live with Yves. Lets talk about the Music Story & Amazing Live.,,어문,음성,,라디오,영어/한국어,,2024-06-10 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-10 00:00:00,,
822,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Jade (제이드) - Cherish | K-Pop Live Session | Super K-Pop,SUPER K-POP,2024-06-05 00:00:00,1,미부착,제4유형,무,,Jade (제이드) - Cherish | K-Pop Live Session | Super K-Pop,,어문,음성,,라디오,영어/한국어,,2024-06-05 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-05 00:00:00,,
823,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Jade (제이드) - My Violet and My Blue | K-Pop Live Session | Super K-Pop,SUPER K-POP,2024-06-05 00:00:00,1,미부착,제4유형,무,,Jade (제이드) - My Violet and My Blue | K-Pop Live Session | Super K-Pop,,어문,음성,,라디오,영어/한국어,,2024-06-05 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-05 00:00:00,,
824,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Music Stage with Jade. Lets talk about the Music Story & Amazing Live.,SUPER K-POP,2024-06-05 00:00:00,1,미부착,제4유형,무,,Music Stage with Jade. Lets talk about the Music Story & Amazing Live.,,어문,음성,,라디오,영어/한국어,,2024-06-05 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-05 00:00:00,,
825,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,YOUNITE (유나이트) - GEEKIN | K-Pop Live Session | Super K-Pop,SUPER K-POP,2024-06-03 00:00:00,1,미부착,제4유형,무,,YOUNITE (유나이트) - GEEKIN | K-Pop Live Session | Super K-Pop,,어문,음성,,라디오,영어/한국어,,2024-06-03 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-03 00:00:00,,
826,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,K-Star Live with YOUNITE. Their music shows their story & Amazing Live.,SUPER K-POP,2024-06-03 00:00:00,1,미부착,제4유형,무,,K-Star Live with YOUNITE. Their music shows their story & Amazing Live.,,어문,음성,,라디오,영어/한국어,,2024-06-03 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-06-03 00:00:00,,
827,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,NIve (니브) - Zz | K-Pop Live Session | Super K-Pop,SUPER K-POP,2024-05-29 00:00:00,1,미부착,제4유형,무,,NIve (니브) - Zz | K-Pop Live Session | Super K-Pop,,어문,음성,,라디오,영어/한국어,,2024-05-29 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-29 00:00:00,,
828,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Music Stage with NIve. Lets talk about the Music Story & Amazing Live.,SUPER K-POP,2024-05-29 00:00:00,1,미부착,제4유형,무,,Music Stage with NIve. Lets talk about the Music Story & Amazing Live.,,어문,음성,,라디오,영어/한국어,,2024-05-29 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-29 00:00:00,,
829,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,E'LAST (엘라스트) - Gasoline | K-Pop Live Session | Super K-Pop,SUPER K-POP,2024-05-27 00:00:00,1,미부착,제4유형,무,,E'LAST (엘라스트) - Gasoline | K-Pop Live Session | Super K-Pop,,어문,음성,,라디오,영어/한국어,,2024-05-27 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-27 00:00:00,,
830,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,E'LAST (엘라스트) - Forever and one (나의 세상) | K-Pop Live Session | Super K-Pop,SUPER K-POP,2024-05-27 00:00:00,1,미부착,제4유형,무,,E'LAST (엘라스트) - Forever and one (나의 세상) | K-Pop Live Session | Super K-Pop,,어문,음성,,라디오,영어/한국어,,2024-05-27 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-27 00:00:00,,
831,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,K-Star Live with E'LAST. Their music shows their story & Amazing Live.,SUPER K-POP,2024-05-27 00:00:00,1,미부착,제4유형,무,,K-Star Live with E'LAST. Their music shows their story & Amazing Live.,,어문,음성,,라디오,영어/한국어,,2024-05-27 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-27 00:00:00,,
832,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,"LONG:D, AIVAN (롱디, 아이반) - ENERGY DRINK | K-Pop Live Session | Super K-Pop",SUPER K-POP,2024-05-22 00:00:00,1,미부착,제4유형,무,,"LONG:D, AIVAN (롱디, 아이반) - ENERGY DRINK | K-Pop Live Session | Super K-Pop",,어문,음성,,라디오,영어/한국어,,2024-05-22 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-22 00:00:00,,
833,오디오,가이드/안내/정보,국제방송교류재단,아리랑국제방송,Radio,Music Stage with Long:D. Lets talk about the Music Story & Amazing Live.,SUPER K-POP,2024-05-22 00:00:00,1,미부착,제4유형,무,,Music Stage with Long:D. Lets talk about the Music Story & Amazing Live.,,어문,음성,,라디오,영어/한국어,,2024-05-22 00:00:00,실연자 권리양도추정,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-05-22 00:00:00,,
